animal_id	dose_mg	nominal_timepoint	matrix	meta_tissue	mass_grams	concentration_ug_g	proportion_dose_retained
351	60	1	Brain, putamen (BRPU)	Brain	69.01	0.0232	2.6683866666666667e-5
353	60	1	Brain, putamen (BRPU)	Brain	70.36	0.0582	6.824919999999999e-5
354	60	1	Brain, putamen (BRPU)	Brain	68.2	0.0325	3.694166666666667e-5
302	60	1	Brain, putamen (BRPU)	Brain	70.47	1.2617	0.00148186665
305	60	28	Brain, putamen (BRPU)	Brain	79.39	0.0851	1.1260148333333332e-4
306	60	28	Brain, putamen (BRPU)	Brain	76.64	0.569	7.268026666666667e-4
352	60	1	Brain, putamen (BRPU)	Brain	69.39	0.4688	5.421672e-4
355	60	28	Brain, putamen (BRPU)	Brain	71.3	0.3598	4.275623333333333e-4
356	60	28	Brain, putamen (BRPU)	Brain	78.27	26.5138	0.0345872521
402	200	1	Brain, putamen (BRPU)	Brain	75.95	0.1184	4.49624e-5
403	200	1	Brain, putamen (BRPU)	Brain	76.46	0.1052	4.0217960000000004e-5
404	200	1	Brain, putamen (BRPU)	Brain	70.68	0.3222	1.1386548000000001e-4
406	200	28	Brain, putamen (BRPU)	Brain	71.25	0.048600000000000004	1.731375e-5
451	200	1	Brain, putamen (BRPU)	Brain	67.68	0.0571	1.9322640000000003e-5
452	200	1	Brain, putamen (BRPU)	Brain	72.2	0.0582	2.1010200000000004e-5
456	200	28	Brain, putamen (BRPU)	Brain	67.58	0.0503	1.699637e-5
401	200	1	Brain, putamen (BRPU)	Brain	77.83	23.817700000000002	0.009268657955000002
405	200	28	Brain, putamen (BRPU)	Brain	71.33	6.9317	0.002472190805
453	200	1	Brain, putamen (BRPU)	Brain	73.22	8.5892	0.0031445061199999996
454	200	1	Brain, putamen (BRPU)	Brain	70.98	8.8057	0.0031251429299999998
455	200	28	Brain, putamen (BRPU)	Brain	69.86	2.5242	8.817030599999999e-4
